ref_cpx_klb1@1:12/28/2016 05:35:05 AM;
Software:Name=Qtegra;Version=2.4.1800.33;File Version=1;
Configuration:Machine=iCAP Q;
Laser:Additional Gas Flow 1=0;Additional Gas Flow 2=0;Additional Gas Flow 3=0;CCT Entry Lens=-56;Angular Deflection=-275;Deflection Entry Lens=-35;Extraction Lens 1 Polarity=0;Extraction Lens 1 Negative=0;Extraction Lens 1 Positive=0;Spray Chamber Temperature=2.7;Peristaltic Pump Speed=40;Cool Flow=14;Sampling Depth=6.41348973607038;Plasma Power=1550;Auxilliary Flow=0.8;Nebulizer Flow=1.02188644688645;Torch Horizontal Position=-0.227565982404692;Torch Vertical Position=0.000107526881718986;Extraction Lens 2=-209.304029304029;CCT Focus Lens=2.22564102564103;CCT Bias=-2.00854700854701;CCT Exit Lens=-160.01221001221;Focus Lens=20.0990099009901;D1 Lens=-192.039072039072;D2 Lens=-80;Quad Entry Lens=-25.2014652014652;Pole Bias=-1.00019836728466;CCT1 Flow=0;CCT2 Flow=0;CCT1 Shut-Off Valve=0;CCT2 Shut-Off Valve=0;Virtual CCT Mass to Dac Factor=130.000047683761;Virtual CCT Mass to Dac Offset=-220.003337863291;Virtual CCT Mass parameter b=0.650000238418807;Virtual CCT Mass Maximum Dac Limit Set=4095;
RF Generator:RF Plasma Lit Readback=1;RF FET Temperature Ok Readback=1;Plasma Power Readback=1548.6077186126;
Ion Optics:Pole Bias Readback=-1.0752688172043;Torch Horizontal Position Readback=-0.21642228739003;Torch Vertical Position Readback=0.0263929618768328;Sampling Depth Readback=6.425;Extraction Lens 1 Negative Readback=-199.41348973607;Extraction Lens 1 Positive Readback=-0.0146627565982405;Extraction Lens 2 Readback=-208.211143695015;Angular Deflection Readback=-277.712609970674;Quad Entry Lens Readback=-25.1221896383187;Focus Lens Readback=19.9462365591398;D2 Lens Readback=-79.1788856304985;Deflection Exit Lens Readback=35;Deflection Entry Lens Readback=-34.7214076246334;D1 Lens Readback=-191.593352883675;CCT Exit Lens Readback=-159.579667644184;CCT Bias Readback=-2.63440860215054;CCT Entry Lens Readback=-56.4516129032258;CCT Focus Lens Readback=2.08699902248289;
Vacuum:Analyzer Vacuum Ok Readback=1;Interface Pressure Readback=2.07122263692432;Analyzer Pressure Readback=5.78062217507179E-07;
Detector:Detector Voltage (Counting) Readback=1153.47018572825;Detector Voltage (Analog) Readback=-1970.67448680352;
Cooling System:Plasma Cooling Water Flow Readback=3.27529411764706;Interface Temperature Readback=36.9620680891376;Exhaust Flow Readback=0.393627565982405;Quad Board Temperature Readback=35.6177908113392;Inlet Fan Speed Readback=2376.47058823529;Outlet Fan Speed Readback=2282.35294117647;Peltier Temperature Hot Side Readback=20.3083982259398;Spray Chamber Temperature Readback=2.7058192015936;
Power Supply:Supply Voltage 500 V Readback=-538.245356793744;Supply Voltage 1 kV Readback=-1163.24535679374;
Gas Supply:Nebulizer Supply Pressure Readback=-0.0193768817204302;Nebulizer Flow Readback=1.01026392961877;Cool Flow Readback=13.919843597263;Auxilliary Flow Readback=0.777126099706745;CCT2 Flow Readback=0;Gas Flow 2 Readback=9.77517106549365;CCT1 Flow Readback=0;Additional Gas Flow 1 Readback=0;
Pulse Counting:Threshold=2500000;

Time,7Li,11B,29Si,42Ca,44Ca,85Rb,88Sr,89Y,90Zr,93Nb,133Cs,137Ba,139La,140Ce,141Pr,146Nd,147Sm,151Eu,157Gd,159Tb,163Dy,165Ho,166Er,169Tm,172Yb,175Lu,178Hf,208Pb,232Th,238U,
19.73364,666.684444918531,1000.04000160006,37723.5034118071,9003.24116682005,8669.67215301304,333.337777837038,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,166.667777785185,0,0,0,0,0,0,
19.93283,166.667777785185,1083.38027981213,40732.9255589092,6334.93818434003,7335.48507562218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20.132,166.667777785185,1000.04000160006,45081.1460629132,7669.01849900636,6334.93818434003,0,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20.33125,166.667777785185,583.346944762044,43408.574863096,9003.24116682005,8669.67215301304,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20.53038,166.667777785185,583.346944762044,36051.9147572504,10004.0016006403,6334.93818434003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20.72979,166.667777785185,833.361112037068,53112.5987092636,9003.24116682005,8336.11203734578,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20.92911,166.667777785185,833.361112037068,36386.2146319317,5334.47135388883,10004.0016006403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21.12849,500.010000200004,916.70027901023,47088.5264296878,11004.8421305374,6668.44491864497,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21.32775,500.010000200004,833.361112037068,37723.5034118071,7669.01849900636,6334.93818434003,333.337777837038,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21.52697,333.337777837038,583.346944762044,45415.6871126309,7669.01849900636,9336.81907912287,666.684444918531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21.7261,0,666.684444918531,45415.6871126309,7335.48507562218,5334.47135388883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21.9253,166.667777785185,1083.38027981213,46753.9406892867,10004.0016006403,7669.01849900636,166.667777785185,0,0,0,0,333.337777837038,0,0,0,0,0,0,0,0,0,0,166.667777785185,0,0,0,0,0,0,0,0,
22.12447,666.684444918531,583.346944762044,44412.0907743064,7335.48507562218,6668.44491864497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22.32365,500.010000200004,1166.72111365197,37723.5034118071,10337.606210567,10337.606210567,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22.52287,166.667777785185,1000.04000160006,40398.5095954807,7669.01849900636,6001.44034568296,333.337777837038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22.72204,666.684444918531,666.684444918531,47757.7247284823,10337.606210567,11004.8421305374,333.337777837038,0,0,0,0,0,0,0,0,166.667777785185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22.92123,333.337777837038,500.010000200004,39729.7044644169,11338.4734412934,6334.93818434003,666.684444918531,0,0,0,0,1000.04000160006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23.12041,333.337777837038,1250.06250312516,56795.4029132701,13006.7635170289,26361.1003590449,500.010000200004,1333.40444823724,0,333.337777837038,0,333.337777837038,0,0,166.667777785185,0,166.667777785185,0,0,0,0,0,166.667777785185,166.667777785185,0,0,166.667777785185,0,833.361112037068,0,0,
23.31957,333.337777837038,1416.74694899378,272947.836635665,94354.7739500522,198226.04488644,166.667777785185,6001.44034568296,1666.77778518568,666.684444918531,0,0,0,0,333.337777837038,0,333.337777837038,0,0,0,166.667777785185,1000.04000160006,333.337777837038,333.337777837038,0,666.684444918531,166.667777785185,1000.04000160006,166.667777785185,0,0,
23.519,833.361112037068,1750.1225085756,454792.288894923,216865.039338309,645935.632121021,0,15676.4906007765,5667.95140231786,1666.77778518568,0,0,0,500.010000200004,666.684444918531,333.337777837038,166.667777785185,166.667777785185,833.361112037068,333.337777837038,500.010000200004,333.337777837038,666.684444918531,1333.40444823724,0,333.337777837038,166.667777785185,333.337777837038,500.010000200004,166.667777785185,0,
23.7183,666.684444918531,1416.74694899378,538348.383933314,257627.803596686,777447.826445599,333.337777837038,15342.7435493769,4667.53794041554,2000.16001280102,0,0,0,0,2000.16001280102,333.337777837038,1500.09000540032,333.337777837038,333.337777837038,333.337777837038,500.010000200004,666.684444918531,333.337777837038,666.684444918531,333.337777837038,333.337777837038,333.337777837038,333.337777837038,166.667777785185,0,0,
23.9177,666.684444918531,1750.1225085756,796953.895683998,361828.756932233,1407849.33085452,333.337777837038,25693.044859389,6668.44491864497,3000.36004320518,0,1000.04000160006,0,333.337777837038,1000.04000160006,666.684444918531,1500.09000540032,333.337777837038,166.667777785185,666.684444918531,333.337777837038,2666.95114145509,1500.09000540032,666.684444918531,166.667777785185,1333.40444823724,500.010000200004,333.337777837038,0,0,0,
24.11689,833.361112037068,1250.06250312516,950838.731107789,396180.414465664,1161938.91361677,500.010000200004,33712.06558165,11004.8421305374,3333.77783704494,0,0,0,0,1166.72111365197,500.010000200004,1333.40444823724,666.684444918531,666.684444918531,500.010000200004,1000.04000160006,1833.46778763776,666.684444918531,166.667777785185,666.684444918531,333.337777837038,666.684444918531,666.684444918531,166.667777785185,0,0,
24.31605,500.010000200004,833.361112037068,918553.537364187,465163.65611843,1291618.10836698,333.337777837038,30704.3306455919,12339.4207809186,11338.4734412934,0,0,0,333.337777837038,4000.64010241639,666.684444918531,2000.16001280102,166.667777785185,500.010000200004,666.684444918531,500.010000200004,2000.16001280102,1166.72111365197,1666.77778518568,833.361112037068,500.010000200004,666.684444918531,333.337777837038,166.667777785185,0,0,
24.51524,1500.09000540032,1166.72111365197,766820.580474934,460322.633208408,1329460.83196757,0,30704.3306455919,10337.606210567,8336.11203734578,0,0,0,0,1833.46778763776,166.667777785185,333.337777837038,666.684444918531,333.337777837038,500.010000200004,166.667777785185,500.010000200004,1166.72111365197,1666.77778518568,333.337777837038,166.667777785185,166.667777785185,666.684444918531,0,0,0,
24.7145,833.361112037068,750.02250067502,1031369.05976328,445119.96525893,1594359.89717174,166.667777785185,34380.5492876884,9003.24116682005,4667.53794041554,0,0,0,166.667777785185,4167.36122687115,666.684444918531,1666.77778518568,166.667777785185,166.667777785185,333.337777837038,333.337777837038,1166.72111365197,666.684444918531,833.361112037068,166.667777785185,1666.77778518568,666.684444918531,666.684444918531,0,0,0,
24.91369,666.684444918531,833.361112037068,1071970.66179362,524094.745439695,1475425.62299844,0,24023.0621396541,14675.276162015,7001.96054895371,0,333.337777837038,0,333.337777837038,1666.77778518568,333.337777837038,1333.40444823724,0,666.684444918531,500.010000200004,1166.72111365197,1500.09000540032,833.361112037068,833.361112037068,333.337777837038,833.361112037068,166.667777785185,0,0,0,0,
25.11296,1500.09000540032,500.010000200004,732872.200263505,433384.878326687,1480831.72636995,166.667777785185,38392.2013754423,9003.24116682005,7669.01849900636,0,0,0,0,2666.95114145509,1333.40444823724,1000.04000160006,333.337777837038,1166.72111365197,166.667777785185,166.667777785185,2000.16001280102,333.337777837038,1000.04000160006,333.337777837038,666.684444918531,333.337777837038,0,0,0,0,
25.31206,1333.40444823724,583.346944762044,858502.2755482,454101.164779669,1818713.18708955,0,31038.4877247787,14675.276162015,8336.11203734578,0,0,0,500.010000200004,2166.85446071993,833.361112037068,500.010000200004,666.684444918531,500.010000200004,166.667777785185,500.010000200004,833.361112037068,1000.04000160006,666.684444918531,500.010000200004,1000.04000160006,333.337777837038,1000.04000160006,0,0,0,
25.5115,1000.04000160006,1166.72111365197,978884.362789924,536261.491317671,1688966.70617323,0,31706.8286496229,10671.219720414,8336.11203734578,0,0,0,0,2833.65448084116,333.337777837038,166.667777785185,0,500.010000200004,666.684444918531,500.010000200004,1166.72111365197,1500.09000540032,1166.72111365197,500.010000200004,1166.72111365197,333.337777837038,0,0,0,0,
25.71079,666.684444918531,666.684444918531,1294085.30819489,450991.570631592,1740324.68820261,0,32041.0124959949,11672.1136530381,6001.44034568296,0,0,0,333.337777837038,2500.2500250025,1166.72111365197,1166.72111365197,500.010000200004,833.361112037068,666.684444918531,166.667777785185,1500.09000540032,666.684444918531,333.337777837038,500.010000200004,1166.72111365197,333.337777837038,1333.40444823724,0,0,0,
25.91016,1333.40444823724,1083.38027981213,877774.097383239,396524.400980644,1691669.75785898,166.667777785185,30704.3306455919,12005.7627661277,6001.44034568296,0,333.337777837038,333.337777837038,666.684444918531,4334.08457465961,1666.77778518568,1333.40444823724,166.667777785185,833.361112037068,500.010000200004,333.337777837038,833.361112037068,833.361112037068,1666.77778518568,333.337777837038,666.684444918531,666.684444918531,1000.04000160006,0,0,0,
26.10933,500.010000200004,666.684444918531,1050475.69601285,414769.03057905,1840337.60057561,166.667777785185,27029.191526849,12339.4207809186,8002.56081946223,0,0,0,166.667777785185,1166.72111365197,500.010000200004,666.684444918531,333.337777837038,833.361112037068,833.361112037068,833.361112037068,666.684444918531,1166.72111365197,833.361112037068,166.667777785185,666.684444918531,333.337777837038,333.337777837038,0,0,0,
26.30858,1000.04000160006,916.70027901023,920703.384207034,489049.904161172,1821416.23877531,166.667777785185,28365.4808783288,11338.4734412934,2666.95114145509,0,0,0,333.337777837038,2333.55113143893,833.361112037068,1500.09000540032,166.667777785185,666.684444918531,500.010000200004,500.010000200004,1166.72111365197,500.010000200004,1000.04000160006,833.361112037068,333.337777837038,500.010000200004,0,0,0,0,
26.50778,500.010000200004,1083.38027981213,649236.334771848,431660.043132095,1564626.32862841,333.337777837038,26695.1414842499,11672.1136530381,7335.48507562218,0,666.684444918531,0,333.337777837038,3000.36004320518,1000.04000160006,500.010000200004,500.010000200004,1333.40444823724,333.337777837038,833.361112037068,500.010000200004,1333.40444823724,1166.72111365197,333.337777837038,333.337777837038,0,333.337777837038,0,0,0,
26.70718,1000.04000160006,666.684444918531,833918.902161782,472428.643236561,1553814.12188539,333.337777837038,28699.5755132552,11672.1136530381,7001.96054895371,0,0,0,0,3167.06782859162,500.010000200004,1833.46778763776,666.684444918531,1000.04000160006,500.010000200004,333.337777837038,1833.46778763776,1333.40444823724,666.684444918531,333.337777837038,333.337777837038,666.684444918531,333.337777837038,0,0,0,
26.90651,333.337777837038,1250.06250312516,1076747.32085601,498062.147276807,1399740.17579725,666.684444918531,33712.06558165,10671.219720414,4334.08457465961,0,0,0,833.361112037068,2000.16001280102,666.684444918531,833.361112037068,0,500.010000200004,1000.04000160006,666.684444918531,1500.09000540032,1000.04000160006,1166.72111365197,833.361112037068,166.667777785185,166.667777785185,666.684444918531,0,0,0,
27.10589,666.684444918531,750.02250067502,898863.212564057,537304.894990602,1453801.20951239,0,33712.06558165,4667.53794041554,3333.77783704494,0,666.684444918531,0,166.667777785185,2166.85446071993,666.684444918531,1666.77778518568,333.337777837038,166.667777785185,166.667777785185,666.684444918531,1500.09000540032,1000.04000160006,1000.04000160006,333.337777837038,0,166.667777785185,666.684444918531,0,0,0,
27.30506,333.337777837038,1333.40444823724,812935.378176712,435800.04069728,1656530.08594415,0,28365.4808783288,11672.1136530381,3667.20452333009,0,0,0,0,1833.46778763776,1166.72111365197,500.010000200004,0,333.337777837038,333.337777837038,1000.04000160006,833.361112037068,500.010000200004,1500.09000540032,1000.04000160006,1000.04000160006,833.361112037068,0,0,0,0,
27.50434,1000.04000160006,1083.38027981213,813290.747139887,471390.53415204,1648420.93088688,333.337777837038,32709.4069584257,12005.7627661277,8669.67215301304,666.684444918531,333.337777837038,0,333.337777837038,3167.06782859162,1333.40444823724,666.684444918531,500.010000200004,833.361112037068,166.667777785185,833.361112037068,1166.72111365197,1166.72111365197,1166.72111365197,833.361112037068,1000.04000160006,333.337777837038,333.337777837038,0,0,0,
27.7036,333.337777837038,833.361112037068,763634.11517375,473466.836942641,1251072.33308062,166.667777785185,35049.0686961746,15676.4906007765,3000.36004320518,0,333.337777837038,0,166.667777785185,1333.40444823724,333.337777837038,1666.77778518568,500.010000200004,500.010000200004,166.667777785185,500.010000200004,1500.09000540032,1500.09000540032,1000.04000160006,666.684444918531,666.684444918531,833.361112037068,333.337777837038,0,0,0,
27.90272,0,1000.04000160006,887420.784492399,387583.779026471,1778167.4118032,0,33712.06558165,14341.5558253399,6001.44034568296,0,0,0,500.010000200004,3000.36004320518,500.010000200004,1166.72111365197,166.667777785185,500.010000200004,1166.72111365197,1166.72111365197,1166.72111365197,833.361112037068,666.684444918531,500.010000200004,166.667777785185,0,0,0,0,0,
28.1019,833.361112037068,1166.72111365197,795179.396874312,356684.021908175,1313242.52185303,0,26361.1003590449,11004.8421305374,5334.47135388883,0,0,0,333.337777837038,2833.65448084116,333.337777837038,1000.04000160006,333.337777837038,1000.04000160006,1166.72111365197,333.337777837038,1333.40444823724,666.684444918531,833.361112037068,666.684444918531,166.667777785185,166.667777785185,0,0,0,0,
28.30115,500.010000200004,666.684444918531,947247.515983504,446846.626766011,1713294.17134504,0,33043.6175751993,10337.606210567,9336.81907912287,0,0,0,666.684444918531,1833.46778763776,333.337777837038,1666.77778518568,666.684444918531,1500.09000540032,666.684444918531,666.684444918531,2166.85446071993,833.361112037068,833.361112037068,500.010000200004,833.361112037068,166.667777785185,666.684444918531,0,0,0,
28.50029,500.010000200004,833.361112037068,789147.926552507,378649.44979088,1372709.65893968,0,34714.8045289468,13674.1418642191,8002.56081946223,0,333.337777837038,0,0,1666.77778518568,333.337777837038,1000.04000160006,333.337777837038,666.684444918531,500.010000200004,833.361112037068,2166.85446071993,666.684444918531,1166.72111365197,666.684444918531,1000.04000160006,333.337777837038,666.684444918531,333.337777837038,0,0,
28.69946,333.337777837038,1166.72111365197,1036145.71882567,545307.156773253,1883586.42754772,166.667777785185,33712.06558165,17011.567866149,6001.44034568296,0,0,0,0,2500.2500250025,2000.16001280102,333.337777837038,500.010000200004,500.010000200004,500.010000200004,666.684444918531,1166.72111365197,833.361112037068,1000.04000160006,166.667777785185,666.684444918531,0,666.684444918531,0,0,0,
28.89866,833.361112037068,666.684444918531,991848.956167346,460668.359518216,1713294.17134504,0,39060.9350586916,10337.606210567,8002.56081946223,0,333.337777837038,0,500.010000200004,2500.2500250025,666.684444918531,666.684444918531,0,1166.72111365197,500.010000200004,666.684444918531,1500.09000540032,1500.09000540032,500.010000200004,500.010000200004,833.361112037068,500.010000200004,666.684444918531,166.667777785185,0,0,
29.09785,1500.09000540032,666.684444918531,706412.207461029,378305.947321404,1402443.22748301,333.337777837038,30036.0432519023,14007.84439286,6001.44034568296,0,0,0,166.667777785185,2833.65448084116,166.667777785185,0,166.667777785185,833.361112037068,333.337777837038,1333.40444823724,1666.77778518568,1166.72111365197,1000.04000160006,500.010000200004,333.337777837038,666.684444918531,333.337777837038,0,0,0,
29.29709,166.667777785185,750.02250067502,957664.779256019,504652.048533653,1656530.08594415,0,37389.1678239504,13006.7635170289,4334.08457465961,333.337777837038,0,0,0,2500.2500250025,500.010000200004,500.010000200004,0,833.361112037068,500.010000200004,1000.04000160006,833.361112037068,1166.72111365197,1500.09000540032,833.361112037068,666.684444918531,500.010000200004,666.684444918531,0,0,0,
29.49627,833.361112037068,1083.38027981213,876127.64023551,493901.858675405,1426770.69265482,333.337777837038,28031.3951625821,8336.11203734578,5334.47135388883,0,333.337777837038,0,0,2666.95114145509,333.337777837038,1500.09000540032,666.684444918531,500.010000200004,500.010000200004,666.684444918531,666.684444918531,666.684444918531,1000.04000160006,500.010000200004,666.684444918531,833.361112037068,666.684444918531,0,0,0,
29.6954,500.010000200004,916.70027901023,825972.720080385,453755.616795406,1480831.72636995,0,28031.3951625821,11672.1136530381,4667.53794041554,0,0,0,166.667777785185,2166.85446071993,1000.04000160006,333.337777837038,166.667777785185,666.684444918531,166.667777785185,500.010000200004,1500.09000540032,833.361112037068,500.010000200004,0,166.667777785185,500.010000200004,333.337777837038,0,0,166.667777785185,
29.89459,500.010000200004,1083.38027981213,903872.456239725,341262.332747669,1383521.86568271,333.337777837038,24023.0621396541,13340.4482390608,3667.20452333009,0,333.337777837038,0,0,2000.16001280102,333.337777837038,166.667777785185,666.684444918531,666.684444918531,333.337777837038,666.684444918531,666.684444918531,833.361112037068,666.684444918531,500.010000200004,1000.04000160006,666.684444918531,333.337777837038,0,0,0,
30.09376,1166.72111365197,1083.38027981213,818807.731486796,509857.00874818,1656530.08594415,166.667777785185,27363.2504871993,16677.7851901268,7335.48507562218,0,333.337777837038,0,166.667777785185,2500.2500250025,166.667777785185,833.361112037068,166.667777785185,500.010000200004,333.337777837038,666.684444918531,1166.72111365197,1000.04000160006,666.684444918531,0,666.684444918531,166.667777785185,0,0,0,0,
30.29293,1000.04000160006,1166.72111365197,791985.914136759,441667.345111129,1518674.44997055,0,29701.9129366849,16677.7851901268,6334.93818434003,0,0,0,333.337777837038,1166.72111365197,0,500.010000200004,1166.72111365197,1333.40444823724,333.337777837038,1000.04000160006,1666.77778518568,1333.40444823724,666.684444918531,666.684444918531,666.684444918531,500.010000200004,0,0,0,0,
30.49216,833.361112037068,1083.38027981213,799701.095237224,384490.414816419,1415958.48591179,500.010000200004,32375.2052654767,11672.1136530381,4334.08457465961,0,0,0,0,1833.46778763776,1000.04000160006,833.361112037068,500.010000200004,500.010000200004,0,833.361112037068,1166.72111365197,666.684444918531,833.361112037068,833.361112037068,833.361112037068,166.667777785185,1000.04000160006,0,0,0,
30.69135,666.684444918531,916.70027901023,1110183.93429276,488356.918559602,1672748.39605869,0,37054.8411649241,14675.276162015,6001.44034568296,0,0,0,0,2833.65448084116,1000.04000160006,1000.04000160006,666.684444918531,333.337777837038,666.684444918531,833.361112037068,1333.40444823724,333.337777837038,1166.72111365197,333.337777837038,1166.72111365197,166.667777785185,333.337777837038,0,0,0,
30.89052,1000.04000160006,833.361112037068,888135.640023748,410980.253974277,1169980.78250792,166.667777785185,30370.1824880855,10004.0016006403,7335.48507562218,0,0,0,166.667777785185,2500.2500250025,833.361112037068,833.361112037068,333.337777837038,1000.04000160006,333.337777837038,1000.04000160006,833.361112037068,500.010000200004,833.361112037068,666.684444918531,333.337777837038,333.337777837038,0,0,166.667777785185,0,
31.0897,500.010000200004,1500.09000540032,889207.997348945,607407.71090261,1729512.48145958,0,32375.2052654767,13340.4482390608,10004.0016006403,0,0,0,0,2166.85446071993,333.337777837038,1000.04000160006,166.667777785185,500.010000200004,1000.04000160006,500.010000200004,1166.72111365197,1166.72111365197,1000.04000160006,166.667777785185,0,166.667777785185,0,0,0,0,
31.28886,833.361112037068,1083.38027981213,1148397.20679191,475543.47826087,1872774.22080469,166.667777785185,39395.3152960658,10004.0016006403,4000.64010241639,0,0,0,0,3167.06782859162,500.010000200004,666.684444918531,500.010000200004,500.010000200004,0,500.010000200004,833.361112037068,833.361112037068,1000.04000160006,1000.04000160006,666.684444918531,666.684444918531,666.684444918531,166.667777785185,0,0,
31.48806,833.361112037068,916.70027901023,943000.867109011,429245.666856538,1626796.51740082,333.337777837038,30036.0432519023,9336.81907912287,3333.77783704494,0,0,0,166.667777785185,1500.09000540032,333.337777837038,666.684444918531,333.337777837038,500.010000200004,166.667777785185,1166.72111365197,2000.16001280102,1666.77778518568,333.337777837038,666.684444918531,166.667777785185,500.010000200004,1000.04000160006,0,0,0,
31.68724,333.337777837038,833.361112037068,878515.969766707,606008.876749744,1832228.44551834,833.361112037068,30370.1824880855,10671.219720414,6001.44034568296,0,0,0,333.337777837038,2500.2500250025,833.361112037068,166.667777785185,1000.04000160006,500.010000200004,500.010000200004,1333.40444823724,1000.04000160006,1000.04000160006,666.684444918531,833.361112037068,666.684444918531,166.667777785185,333.337777837038,0,0,0,
31.8867,1166.72111365197,1083.38027981213,842464.337399214,445119.96525893,1948459.66800588,166.667777785185,28699.5755132552,10671.219720414,7669.01849900636,0,0,0,333.337777837038,1166.72111365197,1333.40444823724,666.684444918531,166.667777785185,833.361112037068,833.361112037068,166.667777785185,500.010000200004,1166.72111365197,1000.04000160006,500.010000200004,666.684444918531,500.010000200004,0,333.337777837038,0,0,
32.08625,333.337777837038,750.02250067502,926282.560390636,422694.67004732,1656530.08594415,166.667777785185,25359.030484224,12005.7627661277,7669.01849900636,0,1000.04000160006,0,333.337777837038,2833.65448084116,1166.72111365197,1166.72111365197,166.667777785185,333.337777837038,500.010000200004,500.010000200004,500.010000200004,833.361112037068,1000.04000160006,333.337777837038,1000.04000160006,500.010000200004,0,0,0,0,
32.28545,666.684444918531,1583.43361746244,1057640.68460644,533131.791813057,1851149.80731864,166.667777785185,36051.9147572504,10671.219720414,6334.93818434003,0,0,0,333.337777837038,1500.09000540032,166.667777785185,1166.72111365197,166.667777785185,500.010000200004,166.667777785185,500.010000200004,1166.72111365197,1333.40444823724,833.361112037068,166.667777785185,666.684444918531,0,333.337777837038,0,0,166.667777785185,
32.48463,666.684444918531,916.70027901023,734638.136674947,412702.285110189,1378115.76231119,0,34380.5492876884,11338.4734412934,10004.0016006403,0,333.337777837038,0,833.361112037068,2500.2500250025,333.337777837038,0,166.667777785185,500.010000200004,0,333.337777837038,1666.77778518568,2166.85446071993,1833.46778763776,500.010000200004,666.684444918531,500.010000200004,0,0,0,0,
32.68379,500.010000200004,1000.04000160006,837122.778007441,446155.934043564,1875477.27249045,0,23689.0923407492,9336.81907912287,3333.77783704494,0,0,0,500.010000200004,2500.2500250025,833.361112037068,1333.40444823724,666.684444918531,500.010000200004,166.667777785185,333.337777837038,666.684444918531,1166.72111365197,833.361112037068,166.667777785185,2000.16001280102,166.667777785185,666.684444918531,0,0,0,
32.88299,166.667777785185,833.361112037068,757617.386048301,298181.229424146,1418661.53759755,166.667777785185,31372.6537260033,9670.40589027757,5334.47135388883,0,0,0,333.337777837038,1666.77778518568,666.684444918531,500.010000200004,333.337777837038,333.337777837038,833.361112037068,333.337777837038,1000.04000160006,1000.04000160006,500.010000200004,166.667777785185,0,166.667777785185,666.684444918531,166.667777785185,0,0,
33.08215,1333.40444823724,1250.06250312516,615104.03147584,348799.480856587,1694372.80954474,0,33043.6175751993,10004.0016006403,10337.606210567,0,0,0,166.667777785185,2833.65448084116,833.361112037068,1666.77778518568,500.010000200004,666.684444918531,500.010000200004,666.684444918531,1833.46778763776,666.684444918531,1333.40444823724,1166.72111365197,1333.40444823724,166.667777785185,333.337777837038,0,0,0,
33.28134,1000.04000160006,1166.72111365197,741350.906095552,330307.205965794,1488940.88142722,0,30036.0432519023,10004.0016006403,6334.93818434003,0,666.684444918531,0,333.337777837038,2333.55113143893,1500.09000540032,500.010000200004,166.667777785185,833.361112037068,166.667777785185,333.337777837038,1000.04000160006,833.361112037068,500.010000200004,166.667777785185,833.361112037068,333.337777837038,0,166.667777785185,0,166.667777785185,
33.4808,1166.72111365197,1250.06250312516,788083.842218188,555404.116123756,1713294.17134504,500.010000200004,22687.2364276944,9336.81907912287,4334.08457465961,0,0,0,500.010000200004,1500.09000540032,1500.09000540032,1333.40444823724,500.010000200004,666.684444918531,333.337777837038,666.684444918531,1333.40444823724,833.361112037068,1333.40444823724,333.337777837038,166.667777785185,166.667777785185,333.337777837038,0,0,0,
33.68026,833.361112037068,166.667777785185,868962.651641921,415458.020440806,1670045.34437293,166.667777785185,26027.0681508769,8336.11203734578,7335.48507562218,0,0,0,0,2500.2500250025,1166.72111365197,1166.72111365197,166.667777785185,500.010000200004,1000.04000160006,666.684444918531,333.337777837038,1500.09000540032,833.361112037068,833.361112037068,166.667777785185,333.337777837038,666.684444918531,0,0,0,
33.87957,1333.40444823724,1083.38027981213,785371.118050046,615453.974152299,1886289.47923347,0,28365.4808783288,11004.8421305374,5667.95140231786,0,0,0,0,3000.36004320518,833.361112037068,500.010000200004,333.337777837038,833.361112037068,666.684444918531,666.684444918531,1000.04000160006,1333.40444823724,2166.85446071993,333.337777837038,166.667777785185,500.010000200004,1000.04000160006,0,0,0,
